FullName,Party,Constituency,Term
Papageorgiou Ioannis ,NEA DIMOKRATIA,Magnesia,7
Papageorgopoulos Eleftherios ,NEA DIMOKRATIA,Evia,7
Papageorgopoulos Vasileios ,NEA DIMOKRATIA,Thessaloniki A,7
Papailias Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),7
Papaioannou Miltiadis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,7
Papakonstantinou Michalis ,NEA DIMOKRATIA,Kozani,7
Papandreou Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,7
Papandreou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,7
Papanikolaou Eleftherios ,NEA DIMOKRATIA,Messinia,7
Papanikolaou Evangelos ,NEA DIMOKRATIA,Argolida,7
Papantoniou Ioannis (Giannos) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,7
Papapolitis Sotirios ,NEA DIMOKRATIA,Piraeus A,7
Papastamkos Georgios ,NEA DIMOKRATIA,Imathia,7
Papastratis Orestis ,PA.SO.K. (Panhellenic Socialist Movement),Evia,7
Papathemelis Stylianos - Angelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,7
Papazoi Elisavet ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,7
Papoulias Karolos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,7
Partsafyllidou Fani ,NEA DIMOKRATIA,Thessaloniki A,7
Paschalidis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Pella,7
Pavlakakis Georgios ,NEA DIMOKRATIA,Xanthi,7
Pavlidis Aristotelis ,NEA DIMOKRATIA,Dodecanese Islands,7
Peponis Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,7
Petralia - Palli Fani Epameinonda,NEA DIMOKRATIA,Athens B,7
Petralias Avgerinos ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,7
Petsalnikos Philippos ,PA.SO.K. (Panhellenic Socialist Movement),Kastoria,7
Polydoras Vyron ,NEA DIMOKRATIA,Athens B,7
Potamitis Georgios ,INDEPENDENT,Athens B,7
Potiris Konstantinos ,NEA DIMOKRATIA,Korinthia,7
Pottakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,7
Prasianakis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Chania,7
Psomiadis Panagiotis ,NEA DIMOKRATIA,Thessaloniki A,7
Rigas Konstantinos ,Coalition of the Left and Progress,Ioannina,7
Rokofyllos Christos ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,7
Sadik Amet Sadik ,INDEPENDENT,Rodopi,7
Salagkoudis Georgios ,NEA DIMOKRATIA,Thessaloniki B,7
Salikas Nikolaos ,NEA DIMOKRATIA,Rodopi,7
Sapsalis Konstantinos ,NEA DIMOKRATIA,Athens A,7
Sarafopoulos Efstathios ,NEA DIMOKRATIA,Drama,7
Sarris Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,7
Seretis Thomas ,NEA DIMOKRATIA,Serres,7
Sevastakis Alexios ,Coalition of the Left and Progress,Samos,7
Sfyriou Kosmas ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,7
Sgouridis Panagiotis Sgouri,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,7
Sideris Michail ,NEA DIMOKRATIA,Evia,7
Simaioforidis Konstantinos ,NEA DIMOKRATIA,Kastoria,7
Simitis Kostas Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,7
Sioufas Dimitrios ,NEA DIMOKRATIA,Karditsa,7
Sivenas Prokopios ,NEA DIMOKRATIA,Pella,7
Skandalakis Panagiotis Nikolaou,NEA DIMOKRATIA,Athens B,7
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,7
Skotiniotis Panagiotis ,Coalition of the Left and Progress,Magnesia,7
Skoulakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Chania,7
Skoularikis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,7
Skoulas Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,7
Skyllakos Antonios ,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,7
Smpokos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Rethymno,7
Sotirlis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,7
Sotiropoulos Vasileios ,NEA DIMOKRATIA,Argolida,7
Souflias Georgios ,NEA DIMOKRATIA,Larissa,7
Soungaris Petros ,PA.SO.K. (Panhellenic Socialist Movement),Pella,7
Sourlas Georgios Ioanni,NEA DIMOKRATIA,Magnesia,7
Spanos Ioannis ,NEA DIMOKRATIA,Evia,7
Spiliopoulos Anastasios ,NEA DIMOKRATIA,Thessaloniki A,7
Spiliotopoulos Spilios ,NEA DIMOKRATIA,Achaia,7
Spyropoulou Meropi ,NEA DIMOKRATIA,State,7
Stamatis Dimitrios ,NEA DIMOKRATIA,Aitoloαkarnania,7
Stathopoulos Ioannis ,NEA DIMOKRATIA,Lakonia,7
Stathopoulos Vaios ,NEA DIMOKRATIA,Athens A,7
Stavrou Apostolos Evangelou,NEA DIMOKRATIA,Of Attica (rest),7
Stefanopoulos Theodoros - Stefanos ,INDEPENDENT,Ileia,7
Sympilidis Georgios ,INDEPENDENT,Kilkis,7
Taliadouros Spyridon ,NEA DIMOKRATIA,Karditsa,7
Tataridis Kyriakos ,PA.SO.K. (Panhellenic Socialist Movement),Grevena,7
Tatoulis Petros Panagioti,NEA DIMOKRATIA,Arcadia,7
Terzopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,7
Thoma Maria ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,7
Tragakis Ioannis ,NEA DIMOKRATIA,Piraeus B,7
Triaridis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Kilkis,7
Tsagkaris Frans ,NEA DIMOKRATIA,Fthiotida,7
Tsaklidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,7
Tsaldaris Athanasios Konstantinou,NEA DIMOKRATIA,State,7
Tsiplakos Aristeidis ,NEA DIMOKRATIA,Viotia,7
Tsochatzopoulos Apostolos - Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,7
Tsouderou Virginia ,NEA DIMOKRATIA,State,7
Tzannetakis Tzannis ,NEA DIMOKRATIA,Athens A,7
Tziros Nikolaos ,NEA DIMOKRATIA,Grevena,7
Tzitzikostas Georgios ,NEA DIMOKRATIA,Thessaloniki B,7
Tzoumakas Stefanos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,7
Valyrakis Ioan. Iosif ,PA.SO.K. (Panhellenic Socialist Movement),Chania,7
Vardarinos Vasileios ,NEA DIMOKRATIA,Halkidiki,7
Varvitsiotis Ioannis ,NEA DIMOKRATIA,Athens B,7
Vasilakakis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Serres,7
Vasileiadis Ioannis ,NEA DIMOKRATIA,Achaia,7
Velikis Athanasios ,NEA DIMOKRATIA,Pieria,7
Veryvakis Eleftherios ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,7
Vougiouklakis Ilias ,NEA DIMOKRATIA,Piraeus B,7
Voulgarakis Georgios ,NEA DIMOKRATIA,Athens A,7
Vounatsos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,7
Vouvaloudis Dimosthenis ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,7
Vrettos Konstantinos (Ntinos) ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),7
Vyzovitis Christos ,NEA DIMOKRATIA,Pella,7
Xarchas Athanasios ,NEA DIMOKRATIA,Fthiotida,7
Zacharakis Konstantinos ,NEA DIMOKRATIA,Thessaloniki B,7
Zafeiropoulos Epameinondas ,NEA DIMOKRATIA,Athens A,7
Zakolikos Pafsanias ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,7
Zampounidis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Evros,7
Ziagkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,7
Adamopoulos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,8
Afentoulidis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Kilkis,8
Akrita Sylva - Kaiti ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Akritidis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,8
Akrivakis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,8
Alampanos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,8
Alevras Athanasios (Nasos) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Anagnostopoulos Theodoros ,NEA DIMOKRATIA,Karditsa,8
Anastasopoulos Nikolaos ,NEA DIMOKRATIA,Messinia,8
Andreoulakos Apostolos ,NEA DIMOKRATIA,Athens B,8
Anomeritis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Anousaki Eleni - Ilektra ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Anthopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Serres,8
Antoniou Christos ,NEA DIMOKRATIA,Magnesia,8
Apostolidis Loukas ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,8
Aravanis Gerasimos ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus B,8
Argyris Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,8
Arseni Maria ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,8
Arsenis Gerasimos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Arvanitis Fotios ,PA.SO.K. (Panhellenic Socialist Movement),Fokida,8
Athanasopoulos Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Bakoyannis Theodora (Dora) ,NEA DIMOKRATIA,Evrytania,8
Baltas Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,8
Bantouvas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,8
Beis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Bekiris Vasileios ,NEA DIMOKRATIA,Achaia,8
Bellos Triantafyllos ,NEA DIMOKRATIA,Fthiotida,8
Benaki - Psarouda Anna Evangelou,NEA DIMOKRATIA,Athens A,8
Benetatos Panagis ,PA.SO.K. (Panhellenic Socialist Movement),Kefallonia,8
Benos Stavros - Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,8
Benteniotis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,8
Bourdara Kalliopi (Kelly) ,NEA DIMOKRATIA,Athens B,8
Brakatsoulas Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,8
Bratakos Angelos ,NEA DIMOKRATIA,Athens B,8
Chaïtidis Evgenios ,NEA DIMOKRATIA,Serres,8
Charalampopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Charalampopoulos Konstantinos ,NEA DIMOKRATIA,Ioannina,8
Charalampous Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Chatziandreou Leonardos ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,8
Chatzidimitriou Konstantinos ,POL.A.,Serres,8
Chatzigakis Sotirios ,NEA DIMOKRATIA,Trikala,8
Chatzimichalis Nikolaos - Fotios ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,8
Chatzinikolaou Panagiotis ,NEA DIMOKRATIA,Evros,8
Cheimaras Athanasios ,NEA DIMOKRATIA,Fthiotida,8
Chomatas Ioannis ,NEA DIMOKRATIA,Cyclades,8
Chrysochoidis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,8
Chytiris Tilemachos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Damianidis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Serres,8
Damianidis Charalampos ,PA.SO.K. (Panhellenic Socialist Movement),Rodopi,8
Damianos Theodoros ,NEA DIMOKRATIA,Drama,8
Daskalakis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,8
Davakis Athanasios ,NEA DIMOKRATIA,Lakonia,8
Desyllas Alexandros ,NEA DIMOKRATIA,Corfu,8
Diamantidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Diamantis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,8
Dimas Stavros ,NEA DIMOKRATIA,Korinthia,8
Dimitrakopoulos Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,8
Dimoschakis Theofanis ,NEA DIMOKRATIA,Evros,8
Dimosthenopoulos Dimosthenis ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,8
Drivelegkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,8
Drosogiannis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,8
Drys Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,8
Evert Miltiadis ,NEA DIMOKRATIA,Athens A,8
Evmoiridis Konstantinos ,NEA DIMOKRATIA,Drama,8
Farmakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,8
Fotiadis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Evros,8
Fountas Paraskevas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,8
Fountoukidou - Theodoridou Parthena ,NEA DIMOKRATIA,Pella,8
Fouras Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,8
Fousas Antonios ,NEA DIMOKRATIA,Ioannina,8
Fragkiadoulakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,8
Gaïtanidis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Pella,8
Galanos Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Galenianos Michail ,NEA DIMOKRATIA,Iraklio,8
Geitonas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Georgakopoulos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,8
Georgolios Konstantinos ,NEA DIMOKRATIA,Trikala,8
Geranidis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,8
Giannakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),8
Giannakopoulos Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,8
Giannakou Mariori (Marietta) Panagiotis,NEA DIMOKRATIA,Athens A,8
Giannopoulos Athanasios ,NEA DIMOKRATIA,Fthiotida,8
Giannopoulos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Giatras Spyros ,PA.SO.K. (Panhellenic Socialist Movement),Evia,8
Gikonoglou Moschos ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,8
Giotas Efstathios ,POL.A.,Athens A,8
Giovanoudas Varsamis ,NEA DIMOKRATIA,Halkidiki,8
Gkelestathis Nikolaos ,NEA DIMOKRATIA,Fokida,8
Gkonis Anastasios ,NEA DIMOKRATIA,State,8
Glavinas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,8
Ioannidis Foivos ,PA.SO.K. (Panhellenic Socialist Movement),Lasithi,8
Kafantaris Evripidis ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,8
Kakkalos Nikolaos ,NEA DIMOKRATIA,Pieria,8
Kaklamanis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Kalaïtzidis Christos ,POL.A.,Serres,8
Kalantzakos Aristeidis ,NEA DIMOKRATIA,Messinia,8
Kalantzis Georgios ,NEA DIMOKRATIA,Kavala,8
Kaloudis Spyridon ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,8
Kammenos Panagiotis (Panos) ,NEA DIMOKRATIA,Athens B,8
Kanellopoulos Lampros ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Kapsis Giannis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Karagkounis Andreas ,NEA DIMOKRATIA,Aitoloαkarnania,8
Karamanlis Achillefs Georgiou,NEA DIMOKRATIA,Serres,8
Karamanlis Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,8
Karamoutsos Spyros ,PA.SO.K. (Panhellenic Socialist Movement),Preveza,8
Karampatsas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,8
Karatzaferis Georgios ,NEA DIMOKRATIA,Athens B,8
Kasimis Theodoros Panagioti,NEA DIMOKRATIA,Athens B,8
Kastanidis Charalampos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,8
Katsaros Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki A,8
Katsaros Nikos ,NEA DIMOKRATIA,Larissa,8
Katseli Eleonora (Nora) ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Katsifaras Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Katsigiannis Christos ,NEA DIMOKRATIA,Of Attica (rest),8
Katsikis Theodoros ,NEA DIMOKRATIA,Of Attica (rest),8
Katsikopoulos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,8
Katsilieris Petros ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,8
Katsimpardis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,8
Kedikoglou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Evia,8
Kefalogiannis Emmanouil ,NEA DIMOKRATIA,Iraklio,8
Kefalogiannis Ioannis ,NEA DIMOKRATIA,Rethymno,8
Kipouros Christos ,PA.SO.K. (Panhellenic Socialist Movement),Evros,8
Kirkos Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,8
Kokelidis Theodoros (Roulis) ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,8
Kokkinis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Lasithi,8
Kokkinovasilis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,8
Koliopanos Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Arta,8
Kolozof Orestis ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,8
Konstantinidis Eleftherios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,8
Konstantinidis Konstantinos ,NEA DIMOKRATIA,Kozani,8
Konstantinidis Paschalis ,NEA DIMOKRATIA,Rodopi,8
Konstantinou Floros ,PA.SO.K. (Panhellenic Socialist Movement),Drama,8
Kontaxis Athanasios ,NEA DIMOKRATIA,Arta,8
Korachais Vasileios ,NEA DIMOKRATIA,Athens A,8
Korakas Efstratios ,KOMMOUNISTIKO KOMMA ELLADAS,Lesvos,8
Korkolopoulos Vasileios ,NEA DIMOKRATIA,Ileia,8
Koskinas Christos ,NEA DIMOKRATIA,Thessaloniki B,8
Kostopoulos Dimitrios ,NEA DIMOKRATIA,Arcadia,8
Kostopoulos Dimitrios ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,8
Kotsakas Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Chios,8
Kotsonis Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,8
Koulouris Kimon ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Koumpouris Dimos Ioanni,KOMMOUNISTIKO KOMMA ELLADAS,Of Attica (rest),8
Kourakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,8
Kouris Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Kourtidis Evangelos ,NEA DIMOKRATIA,Xanthi,8
Kouvelakis Giorgos ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Kouvelas Sotirios ,NEA DIMOKRATIA,Thessaloniki A,8
Krikelis Anastasios ,NEA DIMOKRATIA,Grevena,8
Kritikos Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Kyriazopoulos Stefanos ,NEA DIMOKRATIA,Imathia,8
Laliotis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Lalos Kanellos ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Lampadaris Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,8
Lampropoulos Ioannis ,NEA DIMOKRATIA,Messinia,8
Lentakis Andreas ,POL.A.,Athens B,8
Lianis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Florina,8
Liapis Michalis - Giorgos Konstantinou,NEA DIMOKRATIA,Athens B,8
Livanis Antonis ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Lotidis Lazaros ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,8
Loukakis Manolis ,PA.SO.K. (Panhellenic Socialist Movement),Rethymno,8
Lymperakidis Leonidas ,NEA DIMOKRATIA,Evros,8
Machaira Maria ,POL.A.,Piraeus A,8
Magkakis Georgios - Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Magkoufis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,8
Magkriotis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),State,8
Malesios Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,8
Manginas Vasileios Nikolaou,NEA DIMOKRATIA,Aitoloαkarnania,8
Manos Stefanos ,NEA DIMOKRATIA,Athens A,8
Markogiannakis Christos ,NEA DIMOKRATIA,Chania,8
Matis Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,8
Meimarakis Evangelos - Vasileios ,NEA DIMOKRATIA,Athens B,8
Melas Panagiotis ,NEA DIMOKRATIA,Piraeus A,8
Melidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Argolida,8
Michaloliakos Vasileios Ioanni,NEA DIMOKRATIA,Piraeus A,8
Michelogiannis Iosif ,PA.SO.K. (Panhellenic Socialist Movement),Chania,8
Mitras Theodoros ,NEA DIMOKRATIA,Pieria,8
Mitsotakis Konstantinos ,NEA DIMOKRATIA,Athens B,8
Moraitis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,8
Nakos Athanasios ,NEA DIMOKRATIA,Magnesia,8
Nerantzis Anastasios ,NEA DIMOKRATIA,Piraeus B,8
Nikolopoulos Nikolaos ,NEA DIMOKRATIA,Achaia,8
Nikopoulos Anastasios ,POL.A.,Thessaloniki B,8
Niotis Grigorios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,8
Ntentidakis Antonios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,8
Oikonomidis Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Arta,8
Oikonomopoulos Nikolaos ,POL.A.,Achaia,8
Oikonomou Christos ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,8
Pachtas Christos ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,8
Pagkalos Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),8
Palaiothodoros Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Zakynthos,8
Palmos Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Lefkada,8
Panagiotopoulos Georgios ,NEA DIMOKRATIA,Kavala,8
Papadellis Fragklinos ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,8
Papadimas Lampros ,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,8
Papadimitriou Elisavet (Elsa) ,NEA DIMOKRATIA,Argolida,8
Papadongonas Alexandros ,NEA DIMOKRATIA,Athens A,8
Papadopoulos Alexandros (Alekos) Konstantinou,PA.SO.K. (Panhellenic Socialist Movement),Thesprotia,8
Papafilippou Nikolaos ,NEA DIMOKRATIA,Kozani,8
Papageorgopoulos Eleftherios ,NEA DIMOKRATIA,Evia,8
Papageorgopoulos Vasileios ,NEA DIMOKRATIA,Thessaloniki A,8
Papailias Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),8
Papakonstantinou Michalis ,NEA DIMOKRATIA,State,8
Papaligouras Anastasios - Petros Panagioti,NEA DIMOKRATIA,Korinthia,8
Papanagiotou Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Papandreou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,8
Papandreou Vasiliki (Vaso) ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,8
Papantoniou Ioannis (Giannos) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Papariga Alexandra ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,8
Papaspyrou Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,8
Papastamkos Georgios ,NEA DIMOKRATIA,Imathia,8
Papastefanakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,8
Papastratis Orestis ,PA.SO.K. (Panhellenic Socialist Movement),Evia,8
Papathanasiou Charalampos ,NEA DIMOKRATIA,Florina,8
Papathemelis Stylianos - Angelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,8
Papazoi Elisavet ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,8
Papoulias Karolos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,8
Paraskevas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,8
Paschalidis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Pella,8
Passalidis Theodoros ,NEA DIMOKRATIA,Kilkis,8
Pavlidis Aristotelis ,NEA DIMOKRATIA,Dodecanese Islands,8
Peponis Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,8
Petralia - Palli Fani Epameinonda,NEA DIMOKRATIA,Athens B,8
Petralias Avgerinos ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,8
Petsalnikos Philippos ,PA.SO.K. (Panhellenic Socialist Movement),Kastoria,8
Pipergias Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Evia,8
Polydoras Vyron ,NEA DIMOKRATIA,Athens B,8
Pottakis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,8
Psomiadis Panagiotis ,NEA DIMOKRATIA,Thessaloniki A,8
Pylarinos Konstantinos ,NEA DIMOKRATIA,State,8
Reppas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,8
Rokofyllos Christos ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,8
Saatsoglou Anestis ,PA.SO.K. (Panhellenic Socialist Movement),Drama,8
Samaras Antonios ,POL.A.,Messinia,8
Sapsalis Konstantinos ,NEA DIMOKRATIA,Athens A,8
Sarris Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,8
Seretis Thomas ,NEA DIMOKRATIA,Serres,8
Sfyriou Kosmas ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,8
Sgouridis Panagiotis Sgouri,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,8
Sideris Michail ,NEA DIMOKRATIA,Evia,8
Sifounakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,8
Simaioforidis Konstantinos ,NEA DIMOKRATIA,Kastoria,8
Simitis Kostas Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,8
Sioufas Dimitrios ,NEA DIMOKRATIA,Karditsa,8
Skamnakis Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,8
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,8
